PCS ID,ACM ID,DOI,ACM DL URL,YT ID,YT URL,YT tags,YT playlists,YT privacy,YT embed code,Title,Authors,Abstract,Early Release
alt154,2732512,http://dx.doi.org/10.1145/2702613.2732512,http://dl.acm.org/citation.cfm?id=2732512,x6QjToYc-gQ,www.youtube.com/watch?v=x6QjToYc-gQ,CHI 2015;CHI 2015 alt.CHI,CHI 2015 Video Previews;CHI 2015 Monday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/x6QjToYc-gQ' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Not all Days are Equal: Investigating the Meaning in the Digital Calendar,"Daniel Buzzo, Nicolo Merendino","The electronic calendar is a common tool used by large numbers of people to reflect and shape their daily activities. It's function and structure is rooted in legacy representations dating back thousands of years. Collaborating with designers and engineers our project seeks to re-consider what the calendar does for us and how we may perceive and represent our time, personally and collectively.  \  \ This paper investigates the background to 'the calendar problem' and documents design-led research. Seeking to identify some of the key problems with the current representation and to establish criteria for new interpretations of the meaning of calendar.",TRUE
case115,2702955,http://dx.doi.org/10.1145/2702613.2702955,http://dl.acm.org/citation.cfm?id=2702955,XU1Id4faleg,www.youtube.com/watch?v=XU1Id4faleg,CHI 2015;CHI 2015 Case Studies,CHI 2015 Video Previews;CHI 2015 Monday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/XU1Id4faleg' width='640' height='360' frameborder='0' allowfullscreen='true'/>,12 Way Mirror –  Reflecting on Window Displays.,"Lida Theodorou, Patrick G. T. Healey","Shop windows are the paradigmatic design environment for attracting and holding people’s attention. They also provide a handy mirror in which people can check their appearance. The 12-way mirror project plays with this duality by building and testing an interactive installation that tracks people’s reflections as they look into a shop window. Three versions of the installation are compared, one with static mirrors, one with moving mirrors and one with face-tracking mirrors. These were tested over a 5 day period in the window display of an Eyewear shop on a busy commercial road in East London. Data were collected on how many people looked in the window, for how long and what they did while looking. The results show that while movement attracts people’s attention and stops them, their own reflection is most effective in keeping their interest.",TRUE
case128,2702959,http://dx.doi.org/10.1145/2702613.2702959,http://dl.acm.org/citation.cfm?id=2702959,RbXAxghid0w,www.youtube.com/watch?v=RbXAxghid0w,CHI 2015;CHI 2015 Case Studies,CHI 2015 Video Previews;CHI 2015 Tuesday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/RbXAxghid0w' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Connective MOOC for K-12 Teacher Professional Development in Native American Pueblo Schools,"Josephine Kilde, Lorenzo Gonzales","This case study describes preliminary work toward developing a teacher training project that is intended to increase STEM proficiency among elementary and high school teachers in Native American Pueblo schools in New Mexico. This project builds upon prior work that trained K-12 teachers to use investigative teaching, which in turn had a significant positive impact on the math and science proficiency of Native American and Hispanic students. The current project seeks to use Connectivist Massive Open Course (cMOOC) technology to capture and scale this professional development through the use of video, imagery, and community building in order to integrate Native American learning processes.  The overall objective is to enable Pueblo teachers to more effectively teach STEM subject matter, as measured by an increase in both teacher and student content knowledge scores.  If successful, the use of these technologies should facilitate rapid expansion of the program in all Native American reservation schools in United States, Canada, and Mexico.",TRUE
case136,2702964,http://dx.doi.org/10.1145/2702613.2702964,http://dl.acm.org/citation.cfm?id=2702964,YsKNyteWsqc,www.youtube.com/watch?v=YsKNyteWsqc,CHI 2015;CHI 2015 Case Studies,CHI 2015 Video Previews;CHI 2015 Thursday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/YsKNyteWsqc' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Photo Based Observation Method: How to quickly observe the behavior of the user,"HeeJeong Son, Hyunsoo Kim, Hyojung Kim","Although users are still important in ever-changing mobile market, the time for understanding needs of the users is limited. In this context, we have utilized photos in observing the users in PBO method (Photo Based Observation Method) with which the behavioral pattern of the users can be easily and quickly discovered. PBO method has a 5-step research process – prediction, collection, classification, deduction and verification. Our 10 examiners, respectively, have taken photos of easily-witnessed user behaviors around each of them with their own smartphones for 7 days and we have collected and analyzed the photos. As a result, we found out 7 different patterns on how the users utilize their mobile devices. We expect such methodology to be useful in easily and quickly observing and collecting a common behavioral pattern of multiple users, providing us an opportunity to discover the users’ needs through their natural actions. ",TRUE
case138,2702966,http://dx.doi.org/10.1145/2702613.2702966,http://dl.acm.org/citation.cfm?id=2702966,DxcLfYWKe8Y,www.youtube.com/watch?v=DxcLfYWKe8Y,CHI 2015;CHI 2015 Case Studies,CHI 2015 Video Previews;CHI 2015 Thursday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/DxcLfYWKe8Y' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Representation Strategies Adopted by Participants in a Population Stereotype Hunt: A Case Study for Icon Design,"Avijit Sengupta, Klarissa T.T. Chang, Maffee Peng-Hui Wan, Wen Yong Chua","Population Stereotype tells interaction designers just one-half of the complete story. It informs them only about the level of general consensus regarding each representation generated by different participants. It does not provide answers to those questions, which ask how the representation is to be achieved. Identification of different representation strategies adopted by different participants can reveal the rest of the story. In the presence of more than one or no strong contenders (population stereotype), adoption of the right representation strategy can be really beneficial. As most of the representational strategies are complementary to each other, the combination of different representational strategies can lead towards a more representative icon development.",TRUE
case139,2702967,http://dx.doi.org/10.1145/2702613.2702967,http://dl.acm.org/citation.cfm?id=2702967,BYC02jnlhKY,www.youtube.com/watch?v=BYC02jnlhKY,CHI 2015;CHI 2015 Case Studies,CHI 2015 Video Previews;CHI 2015 Thursday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/BYC02jnlhKY' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Can Androids Be Salespeople in the Real World?,"Miki Watanabe, Kohei Ogawa, Hiroshi Ishiguro","The roles of robots in the real world have become more diverse depending on their bodily properties. In this study, we aim to determine the roles that androids, whose bodily properties resemble humans, could serve in the real world.  \ Selling and purchasing are common human activities. Therefore, we proposed the use of an android as a salesperson with cognitive and affective strategies utilizing the advantages of online- and counter- selling methods. We conducted a field study to investigate whether androids could sell goods in a department store. As a result, our sales strategies worked well and the android could sell 43 sweaters that cost approximately 100 dollars each for 10 days. These results are important knowledge for determining how androids may serve new roles and communicate with humans in the real world.",TRUE
case147,2702969,http://dx.doi.org/10.1145/2702613.2702969,http://dl.acm.org/citation.cfm?id=2702969,RlLfrW9PmVo,www.youtube.com/watch?v=RlLfrW9PmVo,CHI 2015;CHI 2015 Case Studies,CHI 2015 Video Previews;CHI 2015 Tuesday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/RlLfrW9PmVo' width='640' height='360' frameborder='0' allowfullscreen='true'/>,TRANSFORM: Embodiment of “Radical Atoms” at Milano Design Week,"Hiroshi Ishii, Daniel Leithinger, Sean Follmer, Amit Zoran, Philipp Schoessler, Jared Counts","RANSFORM fuses technology and design to celebrate the transformation from a piece of static furniture to a dynamic machine driven by streams of data and energy. TRANSFORM aims to inspire viewers with unexpected transformations, as well as the aesthetics of a complex machine in motion. This paper describes the concept, engine, product, and motion design of TRANSFORM, which was first exhibited at LEXUS DESIGN AMAZING 2014 MILAN in April 2014.",TRUE
case183,2702975,http://dx.doi.org/10.1145/2702613.2702975,http://dl.acm.org/citation.cfm?id=2702975,pMcj6TVeNDM,www.youtube.com/watch?v=pMcj6TVeNDM,CHI 2015;CHI 2015 Case Studies,CHI 2015 Video Previews;CHI 2015 Tuesday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/pMcj6TVeNDM' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Colormaps that Improve Perception of High-Resolution Ocean Data,"Francesca Samsel, Mark Petersen, Terece Geld, Greg Abram, Joanne Wendelberger, James Ahrens","Scientists from the Climate, Ocean and Sea Ice Modeling Team (COSIM) at the Los Alamos National Laboratory (LANL) are interested in gaining a deeper understanding of three primary ocean currents: the Gulf Stream, the Kuroshio Current, and the Agulhas Current & Retroflection. To address these needs, visual artist Francesca Samsel teamed up with experts from the areas of computer science, climate science, statistics, and perceptual science.  By engaging an artist specializing in color, we created colormaps that provide the ability to see greater detail in these high-resolution datasets.  The new colormaps applied to the POP dataset enabled scientists to see areas of interest unclear using standard colormaps.  Improvements in the perceptual range of color allowed scientists to highlight structures within specific ocean currents. Work with the COSIM team members drove development of nested colormaps which provide further detail to the scientists.",TRUE
crs100,2706665,http://dx.doi.org/10.1145/2702613.2706665,http://dl.acm.org/citation.cfm?id=2706665,ogC1xa41Ayw,www.youtube.com/watch?v=ogC1xa41Ayw,CHI 2015;CHI 2015 Courses,CHI 2015 Video Previews;CHI 2015 Tuesday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/ogC1xa41Ayw' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Learn to Sketch (Even if You Can’t Draw): Hands-on Sketching Course,Stephanie Foehrenbach,Sketching as a technique to quickly draw something on a piece of paper can be used to explore and communicate ideas. Practitioners can make use of their ability to draw sketches from an early phase of a project on. It can be valuable not only for the exploration of ideas but also for gathering feedback from stakeholders and to foster a common understanding of requirements and concepts. This course introduces basic sketching techniques and a visual language which participants can immediately apply. It is a hands-on course which allows participants to do a lot of sketching during the session.,TRUE
crs103,2706667,http://dx.doi.org/10.1145/2702613.2706667,http://dl.acm.org/citation.cfm?id=2706667,X8X4O70CCZ0,www.youtube.com/watch?v=X8X4O70CCZ0,CHI 2015;CHI 2015 Courses,CHI 2015 Video Previews;CHI 2015 Thursday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/X8X4O70CCZ0' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Designing with the Mind in Mind: The Psychological Basis for UI Design Guidelines,Jeff A Johnson,"UI design rules and guidelines are not simple recipes.  Applying them effectively requires determining rule applicability and precedence and balancing trade-offs when rules compete.  By understanding the underlying psychology, designers and evaluators enhance their ability to apply design rules. This one-part (80-minute) course explains that psychology.",TRUE
crs107,2706671,http://dx.doi.org/10.1145/2702613.2706671,http://dl.acm.org/citation.cfm?id=2706671,WWadkBFAZAc,www.youtube.com/watch?v=WWadkBFAZAc,CHI 2015;CHI 2015 Courses,CHI 2015 Video Previews;CHI 2015 Wednesday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/WWadkBFAZAc' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Conceptual Models: Core to Good Design,Jeff A Johnson,"A crucial step in designing a user interface for a software application is to design a coherent, task-focused conceptual model (CM).  With a CM, designers design better, developers develop better, and users learn and use better.  Unfortunately, this step is often skipped, resulting in incoherent, arbitrary, inconsistent, overly-complex applications that impede design, development, learning, understanding, and use.  This course covers what CMs are, how they help, how to develop them, and provides hands-on experience.",TRUE
crs109,2706673,http://dx.doi.org/10.1145/2702613.2706673,http://dl.acm.org/citation.cfm?id=2706673,3_oqADvaBfc,www.youtube.com/watch?v=3_oqADvaBfc,CHI 2015;CHI 2015 Courses,CHI 2015 Video Previews;CHI 2015 Tuesday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/3_oqADvaBfc' width='640' height='360' frameborder='0' allowfullscreen='true'/>,HCI Lessons: From Earth to Outer Space... and Back,"Guy André Boy, Jeffrey M Bradshaw, Soyeon Yi","This storytelling course will bring, in meaningful terms, insightful concepts, methods and tools that are used in the air and space domains. HCI for complex engineered systems challenges conventional HCI solutions to propose new kinds of approaches that turn out to be very useful for solving HCI complex problems. Participants will design devices usable on Earth using accumulated knowledge and tips from aerospace experience. Creativity, in the sense of synthesis and integration, and design thinking will be at the center of this course, where participants will learn how to state and solve a complex design problem, and deliver the resulting product.",TRUE
crs128,2706686,http://dx.doi.org/10.1145/2702613.2706686,http://dl.acm.org/citation.cfm?id=2706686,NN7LSHVFwIg,www.youtube.com/watch?v=NN7LSHVFwIg,CHI 2015;CHI 2015 Courses,CHI 2015 Video Previews;CHI 2015 Monday Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/NN7LSHVFwIg' width='640' height='360' frameborder='0' allowfullscreen='true'/>,"Design and Adaptation for Cross-Device, Context-dependent User Interfaces",Fabio Paternò,"This tutorial aims to help user interface designers and developers to understand the issues involved in multi-device, context-dependent interactive applications, which can be accessed through wearable, mobile and stationary devices even exploiting different interaction modalities. It will provide a discussion of the possible solutions in terms of concepts, techniques, languages, and tools, with particular attention to Web environments. The tutorial will deal with the various strategies in order to adapt, distribute, and migrate the user interface according to the context of use. ",TRUE
int105,2725428,http://dx.doi.org/10.1145/2702613.2725428,http://dl.acm.org/citation.cfm?id=2725428,2jw8eTSJb_I,www.youtube.com/watch?v=2jw8eTSJb_I,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/2jw8eTSJb_I' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Harmonious Haptics: Enhanced Tactile Feedback Using a Mobile and a Wearable Device,"Sungjae Hwang, John Song, Junghyeon Gim","Smartwatches now allow information to be conveniently accessed directly from the user’s wrist. However, the smartwatches currently available in the market offer a limited number of applications. In this paper, we propose a new interaction technique named Harmonious Haptics, which provides users with enhanced tactile sensations by utilizing smartwatches as additional tactile displays for smartphones. When combined with typical mobile devices, our technique enables the design of a wide variety of tactile stimuli. To illustrate the potential of our approach, we developed a set of example applications that provide users with rich tactile feedback such as feeling textures in a graphical user interface, transferring a file between the tablet and the smartwatch device, and controlling UI components.",TRUE
int108,2725429,http://dx.doi.org/10.1145/2702613.2725429,http://dl.acm.org/citation.cfm?id=2725429,tNE8bMFDdn8,www.youtube.com/watch?v=tNE8bMFDdn8,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/tNE8bMFDdn8' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Low-Fidelity Fabrication: Speeding up Design Iteration of 3D Objects,"Stefanie Mueller, Dustin Beyer, Tobias Mohr, Serafima Gurevich, Alexander Teibrich, Lisa Pfisterer, Kerstin Guenther, Johannes Frohnhofen, Hsiang-Ting Chen, Patrick Baudisch, Sangha Im, François V Guimbretière","Low-fidelity fabrication systems speed up rapid prototyping by printing intermediate versions of a prototype as fast, low-fidelity previews. Only the final version is fabricated as a full high-fidelity 3D print. This allows designers to iterate more quickly—achieving a better design in less time.  \  \ Depending on what is currently being tested, low-fidelity fabrication is implemented in different ways: (1) faBrickator allows for a modular approach by substituting sub-volumes of the 3D model with building blocks. (2) WirePrint allows for quickly testing the shape of an object, such as the ergonomic fit, by printing wireframe structures. (3) Platener preserves the technical function by substituting 3D print with laser-cut plates of the same size and thickness.  \  \ At our CHI’15 interactivity booth, we give a combined live demo of all three low-fidelity fabrication systems—putting special focus on our new low-fidelity fabrication system Platener (paper at CHI’15).  \ ",TRUE
int109,2725430,http://dx.doi.org/10.1145/2702613.2725430,http://dl.acm.org/citation.cfm?id=2725430,rSjE0NGhUKY,www.youtube.com/watch?v=rSjE0NGhUKY,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/rSjE0NGhUKY' width='640' height='360' frameborder='0' allowfullscreen='true'/>,PaperPulse: An Integrated Approach to Fabricating Interactive Paper,"Raf Ramakers, Kashyap Todi, Kris Luyten","We present PaperPulse, a design and fabrication approach that enables designers to produce standalone interactive paper artifacts by augmenting them with electronics. With PaperPulse, users overlay visual designs with widgets provided in the design tool. PaperPulse provides three families of widgets, designed for smooth integration with paper, for a total of 20 different interactive components. We also contribute a demonstration and recording approach, Pulsation, that allows specifying interaction logic. Using the final design and the recorded Pulsation logic, PaperPulse generates layered electronic circuit designs, and code that can be deployed on a microcontroller. By following automatically generated assembly instructions, designers can seamlessly integrate the microcontroller and widgets in the final paper artifact.",TRUE
int110,2725431,http://dx.doi.org/10.1145/2702613.2725431,http://dl.acm.org/citation.cfm?id=2725431,b7HrW6-rouQ,www.youtube.com/watch?v=b7HrW6-rouQ,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/b7HrW6-rouQ' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Level-Ups: Motorized Stilts that Simulate Stair Steps in Virtual Reality,"Dominik Schmidt, Robert Kovacs, Vikram Mehta, Udayan Umapathi, Sven Köhler, Lung-Pan Cheng, Patrick Baudisch","We present “Level-Ups”, computer-controlled stilts that allow virtual reality users to experience walking up and down steps. Each Level-Up unit is a self-contained device worn like a boot. Its main functional element is a vertical actuation mechanism mounted to the bottom of the boot that extends vertically. Unlike traditional solutions that are integrated with locomotion devices, Level-Ups allow users to walk around freely (“real-walking”). We present Level-Ups in a demo environment based on a head-mounted display, optical motion capture, and integrated with a game engine.",TRUE
int115,2725432,http://dx.doi.org/10.1145/2702613.2725432,http://dl.acm.org/citation.cfm?id=2725432,b1Mlfqwxa-I,www.youtube.com/watch?v=b1Mlfqwxa-I,CHI 2015;CHI 2015 Interactivity,CHI 2015 Video Previews,private,<iframe type='text/html' src='http://www.youtube.com/embed/b1Mlfqwxa-I' width='640' height='360' frameborder='0' allowfullscreen='true'/>,Designing Engaging Data in Communities,"Tim Regan, David Sweeney, John Helmes, Vasillis Vlachokyriakos, Siân Lindley, Alex Taylor","We present two sets of ‘data technologies’ that we have designed to collect and display local data, both derived from our engagement with a community. The first, Bull-frog, is a bespoke voting device. The second, a series of physical charts, respond to the increasing sophistica-tion of data visualisations by making playful use of pie charts and bar graphs, reimagining them in mechanical forms that are compelling but easily readable.",TRUE
